0,9838697,2,35,0,126,0
1,96774,2,35,0,126,0
2,996331,2,35,0,-24,0
3,305445,2,35,0,-24,0
4,159086,2,35,0,126,0
0,04472134,2,35,0,6,0
0,08944269,2,35,0,6,0
0,134164,2,35,0,6,0
0,1788854,2,35,0,6,0
0,2236067,2,35,0,126,0
0,268328,2,35,0,126,0
0,3130494,2,35,0,-24,0
0,3577707,2,35,0,126,0
0,402492,2,35,0,-24,0
0,4472134,2,35,0,126,0
0,4919347,2,35,0,-24,0
0,5366561,2,35,0,-24,0
0,5813774,2,35,0,6,0
0,6260988,2,35,0,126,0
0,6708202,2,35,0,-24,0
0,7155415,2,35,0,126,0
0,7602629,2,35,0,6,0
0,8049843,2,35,0,126,0
0,8497056,2,35,0,126,0
0,894427,2,35,0,126,0
0,9391484,2,35,0,-24,0
0,9838697,2,35,0,126,0
1,028591,2,35,0,-24,0
1,073312,2,35,0,126,0
1,118034,2,35,0,126,0
1,162755,2,35,0,-24,0
1,207476,2,35,0,126,0
1,252198,2,35,0,-24,0
1,296919,2,35,0,-24,0
1,341641,2,35,0,126,0
1,386362,2,35,0,-24,0
1,431083,2,35,0,-24,0
1,475805,2,35,0,126,0
1,520526,2,35,0,-24,0
1,565247,2,35,0,-24,0
1,609969,2,35,0,-24,0
1,65469,2,35,0,126,0
1,699412,2,35,0,-24,0
1,744133,2,35,0,-24,0
1,788854,2,35,0,126,0
1,833576,2,35,0,-24,0
1,878297,2,35,0,-24,0
1,923018,2,35,0,-24,0
1,96774,2,35,0,-24,0
2,012461,2,35,0,126,0
2,057182,2,35,0,-24,0
2,101904,2,35,0,126,0
2,146625,2,35,0,-24,0
2,191346,2,35,0,126,0
2,236068,2,35,0,126,0
2,280789,2,35,0,-24,0
2,325511,2,35,0,126,0
2,370232,2,35,0,-24,0
2,414953,2,35,0,126,0
2,459675,2,35,0,-24,0
2,504396,2,35,0,-24,0
2,549117,2,35,0,-24,0
2,593839,2,35,0,-24,0
2,63856,2,35,0,-24,0
2,683281,2,35,0,126,0
2,728003,2,35,0,-24,0
2,772724,2,35,0,126,0
2,817446,2,35,0,126,0
2,862167,2,35,0,126,0
2,906888,2,35,0,-24,0
2,95161,2,35,0,-24,0
2,996331,2,35,0,126,0
3,041052,2,35,0,126,0
3,085774,2,35,0,6,0
3,175216,2,35,0,6,0
3,219938,2,35,0,6,0
3,264659,2,35,0,6,0
3,309381,2,35,0,-24,0
3,354102,2,35,0,6,0
3,398823,2,35,0,6,0
3,443545,2,35,0,-24,0
3,488266,2,35,0,6,0
3,532987,2,35,0,6,0
3,577709,2,35,0,6,0
3,62243,2,35,0,-24,0
3,667151,2,35,0,6,0
3,711873,2,35,0,6,0
3,756594,2,35,0,-24,0
3,801316,2,35,0,6,0
3,846037,2,35,0,6,0
3,890758,2,35,0,-24,0
3,93548,2,35,0,-24,0
3,980201,2,35,0,-24,0
4,024922,2,35,0,-24,0
4,069643,2,35,0,126,0
4,114365,2,35,0,-24,0
4,159086,2,35,0,6,0
3,890477,2,35,0,6,0
3,845475,2,35,0,6,0
3,800472,2,35,0,-24,0
3,75547,2,35,0,6,0
3,710467,2,35,0,6,0
3,665465,2,35,0,6,0
3,620462,2,35,0,6,0
3,57546,2,35,0,6,0
3,530457,2,35,0,6,0
3,485455,2,35,0,6,0
3,440453,2,35,0,6,0
3,39545,2,35,0,-24,0
3,350448,2,35,0,6,0
3,305445,2,35,0,6,0
3,260443,2,35,0,6,0
3,21544,2,35,0,6,0
3,170438,2,35,0,6,0
3,125435,2,35,0,6,0
3,080433,2,35,0,-24,0
3,03543,2,35,0,6,0
2,990428,2,35,0,6,0
2,945426,2,35,0,6,0
2,900423,2,35,0,6,0
2,855421,2,35,0,-24,0
2,810418,2,35,0,6,0
2,765416,2,35,0,6,0
2,720413,2,35,0,6,0
2,675411,2,35,0,-24,0
2,630408,2,35,0,6,0
2,585406,2,35,0,6,0
2,540403,2,35,0,6,0
2,495401,2,35,0,-24,0
2,450398,2,35,0,6,0
2,405396,2,35,0,6,0
2,360394,2,35,0,6,0
2,315391,2,35,0,-24,0
2,270389,2,35,0,6,0
2,180384,2,35,0,6,0
2,135381,2,35,0,6,0
2,090379,2,35,0,6,0
2,045376,2,35,0,6,0
2,000374,2,35,0,-24,0
1,955371,2,35,0,6,0
1,910369,2,35,0,6,0
1,865367,2,35,0,6,0
1,820364,2,35,0,-24,0
1,775362,2,35,0,6,0
1,73036,2,35,0,6,0
1,685357,2,35,0,6,0
1,640355,2,35,0,-24,0
1,595353,2,35,0,6,0
1,55035,2,35,0,6,0
1,505348,2,35,0,-24,0
